Model,arxiv 001,arxiv 014,arxiv 027,arxiv 040,arxiv 053,arxiv 066,arxiv 079,arxiv 092,arxiv 105,arxiv 118,arxiv 131,arxiv 144,arxiv 157,arxiv 170,arxiv 183,arxiv 196,arxiv 209,arxiv 222,arxiv 235,arxiv 248,dm_mathematics 004,dm_mathematics 017,dm_mathematics 030,dm_mathematics 043,dm_mathematics 056,dm_mathematics 069,dm_mathematics 082,dm_mathematics 095,dm_mathematics 108,dm_mathematics 121,dm_mathematics 134,dm_mathematics 147,dm_mathematics 160,dm_mathematics 173,dm_mathematics 186,dm_mathematics 199,dm_mathematics 212,dm_mathematics 225,dm_mathematics 238,dm_mathematics 251,enron_emails 005,enron_emails 018,enron_emails 031,enron_emails 044,enron_emails 057,enron_emails 070,enron_emails 083,enron_emails 096,enron_emails 109,enron_emails 122,enron_emails 135,enron_emails 148,enron_emails 161,enron_emails 174,enron_emails 187,enron_emails 200,enron_emails 213,enron_emails 226,enron_emails 239,enron_emails 252,freelaw 006,freelaw 019,freelaw 032,freelaw 045,freelaw 058,freelaw 071,freelaw 084,freelaw 097,freelaw 110,freelaw 123,freelaw 136,freelaw 149,freelaw 162,freelaw 175,freelaw 188,freelaw 201,freelaw 214,freelaw 227,freelaw 240,freelaw 253,github 002,github 015,github 028,github 041,github 054,github 067,github 080,github 093,github 106,github 119,github 132,github 145,github 158,github 171,github 184,github 197,github 210,github 223,github 236,github 249,hackernews 007,hackernews 020,hackernews 033,hackernews 046,hackernews 059,hackernews 072,hackernews 085,hackernews 098,hackernews 111,hackernews 124,hackernews 137,hackernews 150,hackernews 163,hackernews 176,hackernews 189,hackernews 202,hackernews 215,hackernews 228,hackernews 241,hackernews 254,nih_exporter 008,nih_exporter 021,nih_exporter 034,nih_exporter 047,nih_exporter 060,nih_exporter 073,nih_exporter 086,nih_exporter 099,nih_exporter 112,nih_exporter 125,nih_exporter 138,nih_exporter 151,nih_exporter 164,nih_exporter 177,nih_exporter 190,nih_exporter 203,nih_exporter 216,nih_exporter 229,nih_exporter 242,nih_exporter 255,pile-cc 003,pile-cc 016,pile-cc 029,pile-cc 042,pile-cc 055,pile-cc 068,pile-cc 081,pile-cc 094,pile-cc 107,pile-cc 120,pile-cc 133,pile-cc 146,pile-cc 159,pile-cc 172,pile-cc 185,pile-cc 198,pile-cc 211,pile-cc 224,pile-cc 237,pile-cc 250,pubmed_abstracts 009,pubmed_abstracts 022,pubmed_abstracts 035,pubmed_abstracts 048,pubmed_abstracts 061,pubmed_abstracts 074,pubmed_abstracts 087,pubmed_abstracts 100,pubmed_abstracts 113,pubmed_abstracts 126,pubmed_abstracts 139,pubmed_abstracts 152,pubmed_abstracts 165,pubmed_abstracts 178,pubmed_abstracts 191,pubmed_abstracts 204,pubmed_abstracts 217,pubmed_abstracts 230,pubmed_abstracts 243,pubmed_abstracts 256,pubmed_central 010,pubmed_central 023,pubmed_central 036,pubmed_central 049,pubmed_central 062,pubmed_central 075,pubmed_central 088,pubmed_central 101,pubmed_central 114,pubmed_central 127,pubmed_central 140,pubmed_central 153,pubmed_central 166,pubmed_central 179,pubmed_central 192,pubmed_central 205,pubmed_central 218,pubmed_central 231,pubmed_central 244,pubmed_central 257,stackexchange 011,stackexchange 024,stackexchange 037,stackexchange 050,stackexchange 063,stackexchange 076,stackexchange 089,stackexchange 102,stackexchange 115,stackexchange 128,stackexchange 141,stackexchange 154,stackexchange 167,stackexchange 180,stackexchange 193,stackexchange 206,stackexchange 219,stackexchange 232,stackexchange 245,stackexchange 258,uspto_backgrounds 012,uspto_backgrounds 025,uspto_backgrounds 038,uspto_backgrounds 051,uspto_backgrounds 064,uspto_backgrounds 077,uspto_backgrounds 090,uspto_backgrounds 103,uspto_backgrounds 116,uspto_backgrounds 129,uspto_backgrounds 142,uspto_backgrounds 155,uspto_backgrounds 168,uspto_backgrounds 181,uspto_backgrounds 194,uspto_backgrounds 207,uspto_backgrounds 220,uspto_backgrounds 233,uspto_backgrounds 246,uspto_backgrounds 259,wikipedia_en 000,wikipedia_en 013,wikipedia_en 026,wikipedia_en 039,wikipedia_en 052,wikipedia_en 065,wikipedia_en 078,wikipedia_en 091,wikipedia_en 104,wikipedia_en 117,wikipedia_en 130,wikipedia_en 143,wikipedia_en 156,wikipedia_en 169,wikipedia_en 182,wikipedia_en 195,wikipedia_en 208,wikipedia_en 221,wikipedia_en 234,wikipedia_en 247
Mistral_v0.1_(7B),1224.739342212677,1014.3738793134689,1171.6272710561752,994.3662922382355,1319.5577841997147,934.6795945167542,675.3887087106705,773.4467747211456,1311.81218957901,1132.1594766378403,734.6957179307938,1183.8116139173508,1090.2455475330353,1059.866536617279,815.6468797922134,957.688432097435,1159.6225649118423,1346.820476770401,629.0112229585648,1265.2754487991333,618.4826728105545,857.236753821373,770.1180565357208,723.0970538854599,970.0439225435257,885.9502582550049,740.9901770353317,772.1873480081558,1057.8986222743988,1002.8699376583099,876.8496079444885,649.1228240728378,795.0254490375519,919.0584053993225,907.2315561771393,778.9034016132355,773.0269465446472,837.8763256072998,710.2423261404037,612.279153585434,371.7521743774414,281.77631771564484,303.28608083724976,312.33970189094543,337.79114043712616,364.17044377326965,242.34437143802643,382.16059923171997,344.2273463010788,309.42974066734314,275.6095870733261,363.94218254089355,289.6932005882263,268.68916368484497,94.40789318084717,264.75276243686676,275.3903179168701,334.0936955213547,233.49737191200256,295.0798753499985,661.2142053842545,954.0726532936096,1129.6267702579498,845.0957515239716,1167.474765777588,1032.3788123130798,932.7991714477539,902.108668923378,923.3220163583755,972.0866667032242,1105.7834938764572,663.6400926113129,752.7229944467545,657.0898050069809,796.515972495079,973.3149878978729,1096.0866576433182,883.8980457782745,675.9765207767487,1040.6784800291061,447.65931248664856,495.3589417934418,613.0880054235458,256.90002977848053,510.35674262046814,129.31303489208221,786.0950080156326,655.9635238647461,413.7156090736389,300.0238082408905,486.4007240533829,364.1652374267578,267.3145728111267,260.1631807088852,1178.0709072351456,591.3748087882996,572.2102774381638,582.5394330024719,584.1382981538773,615.1704907417297,1389.6859925985336,1402.3138337135315,1382.0517389774323,1144.505725979805,1346.021754860878,1350.9763011932373,1062.8335931301117,1238.7824637889862,1291.5459022521973,1345.0096719264984,1515.6541559696198,1465.8104466199875,1215.9923676252365,1349.6578352451324,1373.3772233724594,1151.4617421627045,1390.6581424474716,976.9258750677109,1365.5953359603882,1118.8403899669647,195.0969830751419,312.05639362335205,260.32227993011475,171.68776655197144,238.9532288312912,245.49678552150726,228.5047069787979,325.2563364505768,257.7225103378296,242.93651819229126,209.17788064479828,234.4210456609726,261.88621389865875,195.37175595760345,213.63083863258362,258.38331413269043,213.83626246452332,278.0887985229492,236.19937014579773,268.18388545513153,1187.3215960264206,1508.1134979724884,1406.1658945083618,997.0053315162659,775.3371872901917,1420.4411133527756,951.9853395223618,1317.9435478448868,1359.6311851739883,1050.2926412820816,1140.9463844299316,1106.0342917442322,790.7699066400528,829.2264921665192,1275.6219992637634,882.1930959224701,1324.3643882274628,1306.8444106578827,1353.9637529850006,1135.0427154302597,284.5743863582611,203.9998391866684,218.34288656711578,214.66805148124695,192.17103791236877,175.97450268268585,203.97693395614624,242.80666208267212,254.89441776275635,265.4658386707306,204.57286763191223,251.46566772460938,203.42739260196686,187.8730572462082,185.36864912509918,204.8968186378479,234.35225415229797,177.60115599632263,182.41340851783752,254.93866276741028,934.0254745483398,952.6858220100403,961.71275806427,845.1298812627792,1005.1630408763885,805.6269943714142,969.9290037155151,1042.1553673744202,811.5968587398529,1163.5605280399323,977.2116023302078,944.3424649238586,1158.2637919187546,894.8343665599823,925.2176098823547,1511.489047050476,954.8651297092438,610.4518047571182,1236.829311132431,1040.8545800447464,692.1040300130844,552.6430380344391,1101.7684435844421,714.3344531059265,997.4521363973618,707.6116515398026,838.0370792150497,1300.9079512357712,609.9074729681015,403.3276906013489,1291.0531859397888,538.5356887578964,735.6819622516632,725.627814412117,483.48059010505676,543.6474801301956,1166.7780969142914,393.86102056503296,1019.9899353981018,779.1345164775848,1288.497277379036,1011.5474011898041,915.9313678741455,1061.790962934494,1091.2772928476334,736.8295060396194,989.1103633642197,1028.527560710907,776.2113435268402,1183.7877655029297,923.7322421073914,900.4249563217163,931.7416263818741,1009.6647120714188,1083.998547911644,852.1661611795425,1141.5251021385193,679.3724306821823,862.7616866827011,1141.871349453926,682.2192052602768,1150.515271306038,728.8791420459747,1004.6936136484146,835.0063285827637,1174.1446163654327,1323.1979818344116,1145.8001737594604,1025.8081594705582,1280.2461533546448,1289.2151381969452,1150.9277247190475,1102.2383472919464,1107.8280400037766,965.0846869945526,920.7047086954117,1091.9436539411545,833.9699430465698,1261.2179497480392,1309.9210093021393
Qwen1.5_(14B),1142.2619524002075,993.409306883812,1153.9266864061356,987.4377295970917,1313.1602909564972,922.2774596214294,669.9746267795563,749.0984550714493,1239.0985728502274,1086.5934870243073,664.3651795387268,1121.6151700019836,1039.7143794298172,983.7797784805298,769.1329966783524,950.380411863327,1145.244968533516,1324.8485412597656,589.3118314743042,1279.3565828800201,634.3272446393967,860.8252736330032,848.4575256109238,844.7981775999069,923.9948749542236,913.9395132064819,749.6542930603027,748.636403799057,1039.3606615066528,1063.016851902008,862.7442648410797,683.7282176017761,844.1537628173828,880.5823855400085,893.6911233663559,871.1945208311081,825.9819447994232,855.2907909154892,711.5956073999405,623.3566657304764,244.74794924259186,214.02562737464905,240.488046169281,342.58140301704407,306.11100578308105,330.5165729522705,243.2812020778656,276.5679831504822,320.240665435791,252.26187944412231,266.97831881046295,286.375897526741,273.3263108730316,267.56108379364014,116.82653617858887,265.50057649612427,287.96219289302826,298.6116565465927,222.50330781936646,267.36794114112854,632.2607148885727,906.6033129692078,1200.060625076294,758.4242956638336,1241.5813946723938,909.8450914621353,923.4100656509399,886.4961640834808,953.8141579627991,998.5477318763733,1178.9756840467453,646.1494216918945,778.1065312623978,620.9875590801239,809.9407844543457,1115.2593841552734,1174.584659576416,924.989404797554,699.5433133840561,1153.6853283643723,456.58057928085327,466.9072252511978,527.7471663951874,279.591601729393,299.5387204885483,580.5616356134415,792.8973642587662,443.7759943008423,407.18913865089417,290.8435980081558,438.09525084495544,367.63207972049713,249.57555425167084,233.20809876918793,1198.7168717384338,555.4676049947739,595.7791336774826,541.1745660305023,479.7149158716202,581.6526169776917,1341.1807208061218,1373.7741783857346,1357.8907247781754,1126.6525218486786,1314.8306039571762,1286.2757844924927,1015.7545249462128,1218.5342676639557,1325.3615984916687,1336.7729841470718,1489.1916720867157,1396.0872721672058,1235.8488590717316,1327.2992625236511,1375.0921152830124,1096.215601325035,1352.2495211362839,935.8169052600861,1390.2739868164062,1120.0098868608475,180.94504916667938,322.7459888458252,269.0033845901489,187.031476020813,237.64086174964905,239.5805903673172,236.02985870838165,321.4681557416916,259.7025855779648,240.84995031356812,237.14015173912048,231.48529934883118,265.24616503715515,187.63700366020203,213.9596450328827,256.4370460510254,223.76166117191315,267.3127157688141,252.97037529945374,269.63450741767883,1270.2491139173508,1662.0194311141968,1468.0305469036102,1103.0077450275421,838.8740789890289,1518.641993522644,1114.561719417572,1340.1758922338486,1425.5070791244507,1146.9711785316467,1227.2721410989761,1198.7283682823181,1030.8951439857483,776.2820973396301,1324.359433054924,925.6680327653885,1385.0214393138885,1387.806432723999,1434.7795029878616,1200.0399894714355,284.7415282726288,218.6947101354599,227.1634476184845,221.46751737594604,186.22180318832397,184.12711989879608,189.94782721996307,263.41625905036926,250.5620346069336,276.58579683303833,211.20332980155945,277.64198780059814,211.10666847229004,192.5416145324707,183.07333505153656,216.76892185211182,234.7072193622589,177.51195168495178,176.25922620296478,244.86027657985687,901.1704714298248,940.4208929538727,917.7458190917969,796.4617199897766,928.5653618574142,776.8677303791046,915.4731910228729,1038.7994170188904,801.4893532991409,1174.5839258432388,987.5319182872772,917.8587546348572,1191.716790676117,958.1633157730103,922.8978838920593,1517.1182188987732,951.1449955701828,525.9843910932541,1193.9065982103348,1068.4043095111847,741.6380281448364,565.2084679603577,1156.8828904628754,648.6071400642395,991.8670811653137,704.7702550888062,837.6869051456451,1319.8783795833588,624.1253558397293,406.66141307353973,1303.9472160339355,553.991205573082,740.5973720550537,687.5225034952164,472.7958608865738,566.8652665615082,1174.2378078699112,403.2572922706604,1029.7268986701965,683.084397315979,1302.7603808641434,1002.981118440628,937.227616071701,1084.4558458328247,1160.3716806173325,752.5033618211746,986.7892118692398,1020.5039004087448,813.3759585618973,1241.2293915748596,919.2671953439713,919.7969360351562,921.7731742858887,1019.0407223701477,1131.827954530716,888.3601206541061,1154.7614866495132,685.2337219715118,916.7938277721405,1199.4192887544632,773.3636392354965,1232.3210669755936,863.4498275518417,1093.8606460094452,963.4999939203262,1299.4676957130432,1386.9573109149933,1175.3070850372314,1079.1679683923721,1421.3701362609863,1352.9772973060608,1208.9089221954346,1151.8761895895004,1204.585026025772,1074.9389857053757,1060.1345481872559,1211.5643939971924,926.1076509952545,1334.6368299722672,1287.7229857444763
Mistral_NeMo_(2402),1188.8411275148392,987.0544502735138,1140.047044634819,966.3141905069351,1315.7587014436722,820.7934094667435,660.7988700866699,772.8990201950073,1264.1092476844788,1100.700903892517,755.4893534183502,1155.6904648542404,1068.6735566854477,1038.9945178031921,811.2971421480179,933.3498846292496,1141.3428659439087,1313.3996069431305,614.0488052368164,1225.3537175655365,623.5459951162338,872.7653876543045,747.2204310894012,679.326828956604,955.0267215967178,910.1218634843826,713.7459598779678,785.3095554113388,1056.9201772212982,966.6561012268066,859.010169506073,643.6279084682465,809.6635026931763,870.3942662477493,861.1631263494492,733.3547712564468,778.9946086406708,760.8733648061752,782.2491724491119,611.8786138296127,375.3300590515137,277.88682794570923,314.18980598449707,308.54310154914856,331.1810760498047,368.99073028564453,237.77026844024658,391.28235816955566,345.38310074806213,307.0977793931961,279.372501373291,339.4781684875488,287.1133108139038,252.5869655609131,101.53112506866455,261.72830629348755,276.25478863716125,339.43771958351135,230.68103647232056,299.6680827140808,629.64375269413,769.3648887872696,1077.0529984235764,702.7738807201385,1158.0199142694473,759.0296792984009,906.4444482326508,851.1682410240173,911.2158905267715,894.9579268693924,1071.4820936918259,613.9970368146896,697.4761455059052,631.7775585651398,781.8347055912018,951.0639284849167,1034.8105463981628,768.876297712326,654.3164249658585,981.7308995723724,424.7765426635742,475.28555274009705,546.1868699789047,267.1324317455292,470.6992617845535,135.44692993164062,767.4945429563522,263.392760515213,389.7282940149307,309.97665107250214,450.339018702507,301.4421125650406,277.80127346515656,238.18735575675964,1156.882624745369,556.9381296634674,559.6583843231201,547.9597789049149,539.7177642583847,601.3396056890488,1367.571369767189,1381.9831248521805,1358.9191858768463,1123.0384492874146,1331.1816737651825,1282.3729540109634,1059.2840430736542,1232.7703930139542,1272.9534051418304,1313.2426322698593,1503.9804326295853,1443.627762079239,1204.882440328598,1343.6879262924194,1353.4385614395142,1132.8762106895447,1355.6956012248993,931.9460394382477,1344.525043964386,1084.6274448633194,178.30282020568848,286.0308532714844,245.97358894348145,171.5734145641327,240.26184594631195,219.66491603851318,231.02968215942383,328.56450843811035,248.24685156345367,230.89685440063477,211.2827742099762,215.18888473510742,244.11394882202148,183.71585774421692,207.73681116104126,255.34585189819336,207.3027526140213,264.62574768066406,233.4647275209427,247.89425468444824,1186.143564939499,1444.0824117660522,1364.6217049360275,979.4863148927689,735.8326355218887,1376.624939441681,923.0396022796631,1242.230833530426,1306.2376613616943,1030.150011897087,1115.5161309242249,1109.1406117677689,767.8779014348984,785.840265750885,1240.2359812259674,864.0113837718964,1311.7198293209076,1273.5293939113617,1322.9261506795883,1144.256563425064,274.4280295372009,209.72484862804413,201.96364974975586,203.11178541183472,165.1379566192627,166.68038392066956,196.630038022995,228.4176766872406,254.85868072509766,264.44694328308105,186.60830867290497,248.3252763748169,196.86831998825073,180.58108341693878,186.57559442520142,206.6648108959198,230.9759521484375,178.6298635005951,165.98191916942596,251.8987625837326,930.167650103569,909.9836547374725,981.1418399810791,777.3395379781723,935.4462451934814,779.9123958349228,939.8886080980301,995.1176416873932,808.5961645841599,1129.431143283844,849.3848952054977,917.035670876503,1095.5794866085052,834.7520296573639,925.5617203712463,1451.443472146988,924.7478406429291,580.8864319324493,1177.1638078689575,1012.3901815414429,674.5490146875381,566.5311353206635,1089.0454506874084,709.6642382144928,967.3151942491531,719.0437848567963,825.2607982158661,1273.3312772512436,567.2551896572113,380.5140310525894,1280.7733726501465,540.0483117103577,735.3021136522293,700.1058268547058,462.17499113082886,542.3150972127914,1148.7630165815353,395.0872472524643,995.6479734182358,706.4152352809906,1208.5843663215637,780.3858630657196,820.2969864606857,983.2313747406006,992.7902293205261,687.4001168012619,866.1247001886368,727.6219991445541,670.9693713188171,1103.7514564990997,855.7312233448029,754.8024483919144,785.2818208932877,898.878634095192,815.8134826421738,780.3789112567902,1020.1414802074432,595.1296991109848,777.8895003795624,1102.3664482831955,683.9404525756836,1113.110801100731,705.0123562812805,818.7095357179642,799.6016176939011,1135.7347384691238,1325.0787515640259,1112.5221390724182,1006.732217669487,1241.3133161067963,1277.314817905426,1123.755661725998,1059.0915324687958,1090.5252267122269,950.9197818040848,892.3790211677551,1068.513652086258,842.1939742565155,1214.6748428344727,1262.4762518405914
Llama3_8B,1196.530366063118,1033.6079292297363,1138.6954954862595,971.4535598754883,1266.0376348495483,828.3809391260147,697.4576705694199,764.338449716568,1255.2014877796173,1097.7001167535782,699.1748353242874,1169.0449278354645,1058.338832616806,1018.198765873909,797.941990852356,939.0342953205109,1143.7775067090988,1355.6803797483444,634.2956173419952,1241.0344893932343,611.9721657037735,785.5287828445435,762.609338760376,663.4109293222427,816.6975992918015,774.33542573452,704.0597792863846,666.443221449852,1066.2605075836182,864.4386337995529,859.142315030098,626.795982003212,733.894254565239,825.9400646686554,893.3062872886658,701.7501176595688,728.6164548397064,740.7893991470337,772.1988179683685,595.1614021062851,353.2719974517822,265.2030962705612,305.5320463180542,320.93143355846405,317.47931003570557,338.2179961204529,234.61526894569397,366.32412815093994,337.1898192167282,320.18029594421387,268.8586003780365,330.97783184051514,300.36524200439453,264.4957904815674,99.10626983642578,271.31168580055237,304.95172119140625,325.61424350738525,247.30496215820312,298.768675327301,633.9626423120499,885.8737310171127,1108.8307971954346,757.7473211288452,1156.5862584114075,975.5535942316055,942.6054472923279,900.9175343513489,885.6966987848282,934.5413378477097,1098.2890022993088,618.8760702610016,678.1654698848724,595.3615393638611,799.7569923400879,970.6066111326218,1056.48506629467,829.6071038246155,641.7390570640564,1022.850952744484,446.2539224624634,480.9232076406479,574.3363773822784,292.3256722688675,178.02465903759003,163.8288642168045,774.6206078529358,147.765678524971,397.0960121154785,267.57113015651703,474.6906062364578,350.6740599870682,246.35494434833527,254.51844656467438,1151.7530258893967,572.6118867397308,567.2954102754593,417.74309623241425,579.4813333749771,616.6336106061935,1349.4047448635101,1378.3197164535522,1382.9720904827118,1133.113291144371,1342.155274629593,1303.1489169597626,1056.5016623735428,1231.5739023685455,1290.363872885704,1328.127947807312,1512.2558106184006,1421.314375758171,1222.122272491455,1363.224910736084,1387.4074003696442,1143.294241309166,1320.359207034111,931.4475017786026,1377.602225780487,1114.5424740314484,171.31585597991943,298.7318115234375,252.27595043182373,170.78603839874268,235.2472778558731,228.0559000968933,228.12779641151428,317.5332386493683,256.0340623855591,251.03490495681763,217.6625361442566,219.3099822998047,248.49826431274414,190.19825387001038,215.4666793346405,252.4954710006714,210.3648121356964,265.58071851730347,236.48283886909485,252.93019104003906,1220.0846630334854,1510.0196225643158,1389.7412589788437,1013.6366614103317,792.5198429822922,1441.1236011981964,996.4682631492615,1309.1124023199081,1372.2692184448242,1074.9732229709625,1177.3796478509903,1116.9541456699371,844.9593905210495,755.2366145849228,1290.52066385746,901.6925158500671,1302.3608047962189,1350.1073722839355,1375.6492322683334,1187.0312194824219,263.80358850955963,204.1160078048706,204.00418281555176,211.68836855888367,179.2647842168808,170.0064582824707,186.55615866184235,242.39078092575073,242.7698974609375,267.0091643333435,180.38376986980438,235.6663374900818,206.35928070545197,189.6590678691864,191.2547172307968,207.42300367355347,234.29910898208618,174.4967144727707,172.31337547302246,249.00295424461365,935.0177911520004,936.9166895151138,955.4871039390564,779.6667397022247,945.7248957157135,769.6118820905685,949.77261531353,1026.6422338485718,806.658663392067,1166.6131039857864,862.709312915802,930.8727922439575,1169.865272641182,914.0627603530884,931.0144144296646,1511.0056800842285,949.4026571512222,588.4939861297607,1188.075770020485,1032.730948805809,693.762891292572,541.337082028389,1137.009521484375,696.821626663208,962.767452955246,683.3039838075638,796.5990271568298,1302.01629281044,592.7870988845825,379.67980897426605,1292.728651046753,529.0770130157471,724.7413921356201,688.7915841341019,449.63267862796783,551.5597674846649,1155.1607592105865,405.482288479805,964.3678598403931,678.2317025661469,1244.8122750520706,935.4776737689972,866.0191961526871,1065.26833152771,1079.8836777210236,722.2055770158768,956.9043292999268,1004.4903919696808,771.9642670154572,1168.033154964447,904.8906652927399,847.4529995918274,895.7962520122528,969.3313884735107,1097.024683713913,847.2483716011047,1121.005270600319,662.0512449741364,847.5882399082184,1112.5844577550888,692.7803463935852,1104.7070896625519,659.951800942421,780.4484670162201,826.8653110265732,1153.0430082082748,1349.247045636177,1139.0532989501953,1026.1253892183304,1278.117281794548,1278.7988394498825,1176.3453178405762,1067.3195909261703,1112.7760372161865,980.2993186712265,900.8159353733063,1107.8877983093262,844.9664160013199,1204.355933189392,1223.7766971588135
OLMo_(7B),1365.8824982643127,1196.292383313179,1334.1970955133438,1190.7842019796371,1528.5003824234009,1035.9263851642609,838.0567708015442,1145.6536560058594,1659.3116340637207,1246.7150604724884,989.2593506574631,1414.6922092437744,1255.2638804912567,1139.908625125885,1036.8377192020416,1058.463891506195,1272.934022307396,1474.0127546787262,826.4957630634308,1403.6067781448364,664.43956553936,1063.421549320221,941.6585538387299,1006.6127688884735,1145.491038799286,1044.5428924560547,779.4429967403412,893.0950479507446,1070.482378602028,1269.7933769226074,1105.3189754486084,705.8050121068954,941.0878573656082,1115.2637424468994,1009.9291744232178,978.7943708896637,1026.4470229148865,990.441019654274,773.0664247274399,651.0457109212875,309.7686142921448,210.54458510875702,295.3374853134155,333.28512048721313,317.60553455352783,340.43289852142334,242.21276354789734,339.3861037492752,309.4462239742279,305.8160333633423,286.4565997123718,299.46411061286926,291.1960937976837,268.51815140247345,144.59246826171875,262.3312339782715,292.7847957611084,321.52694976329803,241.3598175048828,296.03753995895386,753.0554201602936,1057.7687083482742,1169.6733283996582,901.2661106586456,1239.1637595891953,1075.6391001939774,993.4515446424484,950.725288271904,1044.380166053772,1048.8599116802216,1158.9655517339706,725.6866751909256,820.3039540052414,816.2327027320862,859.6649096012115,1065.3181780576706,1183.7180979251862,953.9956299066544,719.9919943809509,1138.8032145500183,484.2010655403137,480.9015086889267,568.4053243398666,263.5367794036865,220.60971987247467,368.2835522890091,797.1715842485428,63.02116787433624,416.0922716856003,291.65962052345276,432.62306463718414,413.3309872150421,256.87456500530243,222.20314466953278,1225.108517408371,603.4532940387726,548.0152761936188,574.4494594335556,447.5899575948715,610.3699808120728,1432.7818100452423,1479.5149215459824,1422.709224820137,1191.8572851419449,1409.2382791042328,1416.1390109062195,1137.2619800567627,1288.157542705536,1381.1307697296143,1377.7666889429092,1596.0687174797058,1505.6706058979034,1303.1312510967255,1477.0424613952637,1438.9653840065002,1222.2110736370087,1501.0210151672363,1010.1167162656784,1449.2445439100266,1181.3886125087738,191.6314353942871,329.9147090911865,256.19160556793213,177.41874408721924,242.35577392578125,252.2773952484131,241.4999828338623,336.9621982574463,264.6809148788452,241.5890531539917,230.60867357254028,235.54705047607422,276.0760040283203,195.63152885437012,216.7618637084961,248.36584091186523,220.10738372802734,267.05957984924316,254.474454164505,272.30053901672363,1278.1491023302078,1649.611391544342,1486.6329491138458,1070.9093044996262,887.1102336645126,1507.7839415073395,1025.6821616888046,1373.6683974266052,1461.1740106344223,1118.6590279340744,1253.0174425840378,1231.288458108902,783.8920720815659,778.0733506679535,1348.4157321453094,961.2961452007294,1382.7289301156998,1391.5513632297516,1421.1795355081558,1264.483649969101,280.15778064727783,213.10757088661194,224.93051147460938,215.60039234161377,184.81247472763062,177.63289940357208,199.61331009864807,256.6083097457886,242.7313232421875,269.5603141784668,209.68039762973785,274.2405800819397,212.8311252593994,194.81390142440796,179.08031451702118,202.70228326320648,236.06734466552734,178.91316509246826,174.43768000602722,263.0240544080734,948.0918390750885,1128.0952370166779,1027.8048025369644,1013.0017966032028,1078.3369108438492,1035.1288887262344,1052.8825563192368,1106.2046346664429,868.1185635328293,1266.15325152874,1010.5141966342926,1162.1078577041626,1210.6771531105042,1028.9758949279785,1039.7533279657364,1542.0151023864746,1093.8365640640259,697.7443606853485,1426.0367949008942,1141.3546513319016,750.3475733995438,585.8472673892975,1197.621446609497,842.0318273305893,1135.1520347595215,795.7714167833328,967.9653300046921,1380.5439095497131,654.8628113269806,458.13127732276917,1357.8858609199524,572.0243250131607,802.1228033304214,768.3223758935928,491.00989270210266,627.3916243314743,1229.35928440094,410.81622445583344,1243.8371057510376,774.2127813100815,1353.9974418878555,1101.5070068836212,970.360081911087,1124.704290509224,1154.9217901229858,764.6742646694183,1038.4666465520859,1053.9771344661713,855.306676030159,1314.528664112091,995.5382202863693,916.5776685476303,979.1636021137238,1060.6063177585602,1183.6396824121475,943.3968107700348,1207.333576798439,740.5161180496216,947.5731731653214,1201.3120484352112,755.9125717878342,1254.5196874141693,869.7773851156235,1155.3867865800858,917.6261583566666,1278.3013734817505,1391.889927148819,1240.0466281175613,1095.1963373422623,1390.9752014875412,1377.7391494512558,1217.3235626220703,1163.8321146965027,1207.7975249290466,1048.9655503034592,1078.8961075544357,1193.3975950479507,971.2180305719376,1355.5198256969452,1533.6018090248108
