,anli_r1,anli_r2,anli_r3,arc_easy,cola,drop,gpqa_diamond_cot_n_shot,gpqa_diamond_cot_zeroshot,gpqa_diamond_generative_n_shot,gpqa_diamond_n_shot,gpqa_diamond_zeroshot,gpqa_extended_cot_n_shot,gpqa_extended_cot_zeroshot,gpqa_extended_generative_n_shot,gpqa_extended_n_shot,gpqa_extended_zeroshot,gpqa_main_cot_n_shot,gpqa_main_cot_zeroshot,gpqa_main_generative_n_shot,gpqa_main_n_shot,gpqa_main_zeroshot,gsm8k,hellaswag,lambada_openai,logiqa2,mathqa,mmlu_formal_logic,mmlu_high_school_european_history,mmlu_high_school_us_history,mmlu_high_school_world_history,mmlu_international_law,mmlu_jurisprudence,mmlu_logical_fallacies,mmlu_moral_disputes,mmlu_moral_scenarios,mmlu_philosophy,mmlu_prehistory,mmlu_professional_law,mmlu_world_religions,mmlu_business_ethics,mmlu_clinical_knowledge,mmlu_college_medicine,mmlu_global_facts,mmlu_human_aging,mmlu_management,mmlu_marketing,mmlu_medical_genetics,mmlu_miscellaneous,mmlu_nutrition,mmlu_professional_accounting,mmlu_professional_medicine,mmlu_virology,mmlu_econometrics,mmlu_high_school_geography,mmlu_high_school_government_and_politics,mmlu_high_school_macroeconomics,mmlu_high_school_microeconomics,mmlu_high_school_psychology,mmlu_human_sexuality,mmlu_professional_psychology,mmlu_public_relations,mmlu_security_studies,mmlu_sociology,mmlu_us_foreign_policy,mmlu_abstract_algebra,mmlu_anatomy,mmlu_astronomy,mmlu_college_biology,mmlu_college_chemistry,mmlu_college_computer_science,mmlu_college_mathematics,mmlu_college_physics,mmlu_computer_security,mmlu_conceptual_physics,mmlu_electrical_engineering,mmlu_elementary_mathematics,mmlu_high_school_biology,mmlu_high_school_chemistry,mmlu_high_school_computer_science,mmlu_high_school_mathematics,mmlu_high_school_physics,mmlu_high_school_statistics,mmlu_machine_learning,mnli,mnli_mismatch,mrpc,openbookqa,piqa,qnli,qqp,rte,social_iqa,squadv2,sst2,toxigen,truthfulqa_gen,truthfulqa_mc1,truthfulqa_mc2,winogrande,wnli
ibm-granite/granite-3.1-2b-instruct,0.472,0.419,0.4558333333333333,0.7462121212121212,0.2162736538954123,0.0010486577181208,0.0,0.0,0.0,0.2929292929292929,0.2828282828282828,0.0,0.0,0.0,0.2838827838827839,0.2875457875457875,0.0,0.0,0.0,0.2834821428571428,0.2834821428571428,0.5125094768764216,0.5146385182234615,0.0,0.2932569974554707,0.3169179229480737,0.365079365079365,0.6787878787878788,0.6617647058823529,0.7172995780590717,0.71900826446281,0.6944444444444444,0.7177914110429447,0.5751445086705202,0.2491620111731843,0.6141479099678456,0.5462962962962963,0.4119947848761408,0.7134502923976608,0.51,0.6339622641509434,0.5953757225433526,0.26,0.6053811659192825,0.6893203883495146,0.7863247863247863,0.61,0.7305236270753512,0.6111111111111112,0.3971631205673759,0.5919117647058824,0.4337349397590361,0.4035087719298245,0.7424242424242424,0.7616580310880829,0.5871794871794872,0.6218487394957983,0.7853211009174312,0.6412213740458015,0.5147058823529411,0.5636363636363636,0.6408163265306123,0.7412935323383084,0.78,0.32,0.5481481481481482,0.5789473684210527,0.6388888888888888,0.42,0.43,0.35,0.4509803921568627,0.69,0.4595744680851064,0.4413793103448276,0.3677248677248677,0.6419354838709678,0.438423645320197,0.49,0.3111111111111111,0.3774834437086092,0.5462962962962963,0.3928571428571428,0.5150280183392766,0.5222742066720911,0.7401960784313726,0.356,0.7546245919477693,0.6727073036792971,0.7281721493940143,0.7906137184115524,0.5665301944728761,0.8085572306914849,0.841743119266055,0.7893617021276595,0.4504283965728274,0.4149326805385557,0.5963769474890238,0.6361483820047356,0.5915492957746479
tiiuae/falcon-7b,0.327,0.356,0.365,0.7470538720538721,0.0482951659011788,0.0077600671140939,0.0,0.005050505050505,0.0,0.2777777777777778,0.2575757575757575,0.0,0.0,0.0018315018315018,0.2399267399267399,0.2545787545787545,0.0,0.0,0.0,0.2165178571428571,0.2254464285714285,0.0439727065959059,0.577275443138817,0.7461672811954202,0.2220101781170483,0.2887772194304858,0.2777777777777778,0.2424242424242424,0.2352941176470588,0.2995780590717299,0.256198347107438,0.3148148148148148,0.2147239263803681,0.3034682080924855,0.2379888268156424,0.22508038585209,0.2654320987654321,0.2555410691003911,0.3333333333333333,0.22,0.2150943396226415,0.2543352601156069,0.23,0.3273542600896861,0.2233009708737864,0.2948717948717949,0.29,0.2528735632183908,0.2581699346405229,0.2730496453900709,0.1764705882352941,0.2831325301204819,0.2280701754385964,0.2323232323232323,0.238341968911917,0.2307692307692307,0.2142857142857142,0.2348623853211009,0.2824427480916031,0.2549019607843137,0.2727272727272727,0.2081632653061224,0.2736318407960199,0.36,0.22,0.2518518518518518,0.2763157894736842,0.2777777777777778,0.16,0.3,0.21,0.196078431372549,0.31,0.2638297872340425,0.2827586206896552,0.2116402116402116,0.2387096774193548,0.2118226600985221,0.27,0.2074074074074074,0.2251655629139073,0.2083333333333333,0.3035714285714285,0.3903209373408048,0.4033767290480065,0.6446078431372549,0.308,0.7959738846572362,0.5030203185063152,0.4190452634182537,0.6173285198555957,0.4616171954964176,14.63825486397709,0.4931192660550458,0.4191489361702127,0.3096695226438188,0.222766217870257,0.3424801730362839,0.6724546172059984,0.4929577464788732
stabilityai/stablelm-base-alpha-3b,0.34,0.307,0.3075,0.4473905723905724,0.0,0.0018875838926174,0.0101010101010101,0.005050505050505,0.005050505050505,0.2424242424242424,0.2424242424242424,0.0054945054945054,0.0,0.0054945054945054,0.2307692307692307,0.2692307692307692,0.0066964285714285,0.0066964285714285,0.0066964285714285,0.2566964285714285,0.2232142857142857,0.0083396512509476,0.329416450906194,0.4172326799922375,0.2391857506361323,0.2190954773869346,0.1587301587301587,0.2848484848484848,0.2254901960784313,0.2658227848101265,0.3223140495867768,0.2129629629629629,0.3006134969325153,0.2774566473988439,0.2469273743016759,0.2797427652733119,0.25,0.2601043024771838,0.3157894736842105,0.27,0.2150943396226415,0.2254335260115607,0.28,0.210762331838565,0.2427184466019417,0.2735042735042735,0.32,0.2605363984674329,0.2549019607843137,0.2553191489361702,0.1911764705882352,0.2469879518072289,0.219298245614035,0.2575757575757575,0.2538860103626943,0.2205128205128205,0.226890756302521,0.2146788990825688,0.2748091603053435,0.2777777777777778,0.209090909090909,0.2530612244897959,0.2686567164179104,0.27,0.25,0.2592592592592592,0.2960526315789473,0.2013888888888889,0.2,0.21,0.24,0.196078431372549,0.32,0.2212765957446808,0.2827586206896552,0.2486772486772486,0.2516129032258064,0.3004926108374384,0.33,0.2296296296296296,0.2516556291390728,0.2083333333333333,0.3125,0.3502801833927662,0.3487591537835638,0.6838235294117647,0.17,0.6381936887921654,0.4898407468423943,0.4128122681177343,0.516245487364621,0.3751279426816786,26.93506274741009,0.5137614678899083,0.5382978723404256,0.379436964504284,0.2239902080783353,0.4052839679809873,0.526440410418311,0.3943661971830985
ibm-granite/granite-3.1-8b-instruct,0.599,0.545,0.5325,0.7946127946127947,0.285407812979726,0.0003145973154362,0.0,0.0,0.0,0.2474747474747475,0.303030303030303,0.0,0.0,0.0,0.2399267399267399,0.3113553113553113,0.0,0.0,0.0,0.2209821428571428,0.3258928571428571,0.6224412433661866,0.6163114917347142,0.0,0.3695928753180661,0.3299832495812395,0.4603174603174603,0.7878787878787878,0.8284313725490197,0.810126582278481,0.7520661157024794,0.7592592592592593,0.7791411042944786,0.7023121387283237,0.4692737430167598,0.7395498392282959,0.6975308641975309,0.5123859191655802,0.8304093567251462,0.61,0.7358490566037735,0.6589595375722543,0.43,0.6905829596412556,0.7961165048543689,0.8589743589743589,0.72,0.8199233716475096,0.6895424836601307,0.4574468085106383,0.6727941176470589,0.5120481927710844,0.5175438596491229,0.8131313131313131,0.8963730569948186,0.6307692307692307,0.726890756302521,0.8330275229357799,0.7938931297709924,0.6748366013071896,0.7454545454545455,0.7306122448979592,0.8308457711442786,0.83,0.39,0.6222222222222222,0.756578947368421,0.75,0.49,0.57,0.39,0.4117647058823529,0.76,0.6127659574468085,0.5724137931034483,0.4894179894179894,0.7967741935483871,0.5320197044334976,0.71,0.3814814814814815,0.4105960264900662,0.5324074074074074,0.4464285714285714,0.5845134997452879,0.5759764035801465,0.7279411764705882,0.412,0.7889009793253536,0.727622185612301,0.8162008409596834,0.7942238267148014,0.5537359263050153,0.3537437884275246,0.9105504587155964,0.8489361702127659,0.5299877600979193,0.4834761321909425,0.6584038115147923,0.6953433307024467,0.7605633802816901
biomistral/biomistral-7b,0.33,0.354,0.3575,0.7702020202020202,0.0596274699689293,0.0254823825503355,0.0,0.0,0.0,0.2222222222222222,0.2727272727272727,0.0018315018315018,0.0073260073260073,0.0,0.2655677655677655,0.3205128205128205,0.0089285714285714,0.0,0.0,0.2276785714285714,0.3013392857142857,0.0,0.5832503485361482,0.6501067339413934,0.3034351145038167,0.3530988274706867,0.3492063492063492,0.6303030303030303,0.6372549019607843,0.6835443037974683,0.6611570247933884,0.7037037037037037,0.6134969325153374,0.5982658959537572,0.2402234636871508,0.6302250803858521,0.5987654320987654,0.3859191655801825,0.7134502923976608,0.56,0.6377358490566037,0.5375722543352601,0.33,0.6188340807174888,0.6601941747572816,0.7863247863247863,0.67,0.7203065134099617,0.6339869281045751,0.3652482269503546,0.5294117647058824,0.463855421686747,0.2982456140350877,0.6515151515151515,0.7616580310880829,0.5025641025641026,0.5336134453781513,0.7155963302752294,0.6870229007633588,0.5473856209150327,0.6272727272727273,0.6653061224489796,0.7512437810945274,0.8,0.3,0.5037037037037037,0.5789473684210527,0.6111111111111112,0.45,0.42,0.34,0.3137254901960784,0.65,0.4595744680851064,0.5241379310344828,0.3544973544973545,0.635483870967742,0.4334975369458128,0.56,0.3148148148148148,0.2582781456953642,0.4259259259259259,0.4732142857142857,0.4010188487009679,0.4116151342554923,0.6838235294117647,0.33,0.7736670293797606,0.5017389712612118,0.5691070986890923,0.6028880866425993,0.4687819856704197,13.13905499873663,0.7752293577981652,0.4351063829787234,0.211750305997552,0.3353733170134639,0.5076683724219795,0.7063930544593529,0.4929577464788732
meta-llama/llama-3.2-1b-instruct,0.334,0.35,0.345,0.5744949494949495,0.0361132032924656,0.000104865771812,0.0,0.0,0.0,0.2777777777777778,0.2727272727272727,0.0,0.0,0.0,0.2509157509157509,0.2857142857142857,0.0,0.0,0.0,0.2633928571428571,0.25,0.1842304776345716,0.4460266879107747,0.0021346788278672,0.2436386768447837,0.2398659966499162,0.3095238095238095,0.4181818181818181,0.3382352941176471,0.4050632911392405,0.4049586776859504,0.3981481481481481,0.3496932515337423,0.291907514450867,0.2871508379888268,0.337620578778135,0.3765432098765432,0.2529335071707953,0.5087719298245614,0.41,0.4490566037735849,0.3236994219653179,0.3,0.4394618834080717,0.4174757281553398,0.5683760683760684,0.4,0.5351213282247765,0.3594771241830065,0.2765957446808511,0.4375,0.3855421686746988,0.2368421052631578,0.5,0.3730569948186528,0.2564102564102564,0.2899159663865546,0.4954128440366973,0.4045801526717557,0.3480392156862745,0.5181818181818182,0.2489795918367346,0.3930348258706467,0.47,0.23,0.3851851851851852,0.25,0.4027777777777778,0.24,0.29,0.22,0.2254901960784313,0.4,0.3404255319148936,0.3448275862068966,0.2354497354497354,0.3580645161290323,0.2068965517241379,0.31,0.2259259259259259,0.2052980132450331,0.162037037037037,0.3214285714285714,0.3461029037187977,0.3456061838893409,0.4583333333333333,0.254,0.7301414581066377,0.5674537799743731,0.6053673015087806,0.5270758122743683,0.4334698055271238,0.8590920576097026,0.6662844036697247,0.5861702127659575,0.5165238678090576,0.2558139534883721,0.4146040414011741,0.5808997632202052,0.5633802816901409
meta-llama/llama-3.2-3b,0.332,0.342,0.3483333333333333,0.7445286195286195,-0.0989826993372018,0.0067114093959731,0.0101010101010101,0.0,0.0,0.2626262626262626,0.2878787878787879,0.0054945054945054,0.0,0.0054945054945054,0.2875457875457875,0.2783882783882784,0.0044642857142857,0.0022321428571428,0.0022321428571428,0.2879464285714285,0.2678571428571428,0.2509476876421531,0.5531766580362477,0.6999805938288376,0.272264631043257,0.3487437185929648,0.3412698412698413,0.7151515151515152,0.696078431372549,0.7510548523206751,0.743801652892562,0.6296296296296297,0.656441717791411,0.5722543352601156,0.2379888268156424,0.5819935691318328,0.6388888888888888,0.409387222946545,0.7485380116959064,0.51,0.5962264150943396,0.5375722543352601,0.26,0.6143497757847534,0.7378640776699029,0.811965811965812,0.76,0.7420178799489144,0.6372549019607843,0.4113475177304964,0.6176470588235294,0.536144578313253,0.3070175438596491,0.6818181818181818,0.7357512953367875,0.5153846153846153,0.5252100840336135,0.744954128440367,0.6870229007633588,0.545751633986928,0.6636363636363637,0.5918367346938775,0.7761194029850746,0.74,0.25,0.562962962962963,0.5657894736842105,0.6388888888888888,0.41,0.49,0.31,0.3333333333333333,0.71,0.3914893617021276,0.5172413793103449,0.3439153439153439,0.6387096774193548,0.458128078817734,0.59,0.2703703703703703,0.3443708609271523,0.3611111111111111,0.4464285714285714,0.3505858380030565,0.3608624898291294,0.6053921568627451,0.308,0.764961915125136,0.500274574409665,0.3735345040811278,0.5451263537906137,0.4708290685772773,17.80510401751874,0.7350917431192661,0.4308510638297872,0.2203182374541003,0.2521419828641371,0.39252691365806,0.6953433307024467,0.5633802816901409
google/gemma-2-9b,0.43,0.44,0.4183333333333333,0.8737373737373737,-0.0040943485935337,0.0102768456375838,0.005050505050505,0.0,0.0,0.2828282828282828,0.3333333333333333,0.0,0.0,0.0,0.2179487179487179,0.3095238095238095,0.0,0.0,0.0,0.2366071428571428,0.3526785714285714,0.6709628506444276,0.6127265484963155,0.7628565883951096,0.356234096692112,0.4609715242881072,0.4603174603174603,0.7757575757575758,0.8725490196078431,0.8523206751054853,0.8429752066115702,0.8148148148148148,0.8282208588957055,0.7341040462427746,0.2905027932960894,0.7331189710610932,0.7777777777777778,0.5352020860495437,0.8596491228070176,0.67,0.769811320754717,0.6820809248554913,0.5,0.7668161434977578,0.7961165048543689,0.8974358974358975,0.82,0.8492975734355045,0.7549019607843137,0.5283687943262412,0.7683823529411765,0.5180722891566265,0.5614035087719298,0.8787878787878788,0.932642487046632,0.764102564102564,0.8151260504201681,0.8990825688073395,0.7938931297709924,0.7434640522875817,0.7636363636363637,0.7591836734693878,0.8606965174129353,0.91,0.42,0.7037037037037037,0.7631578947368421,0.8680555555555556,0.57,0.52,0.45,0.5294117647058824,0.76,0.6851063829787234,0.6896551724137931,0.5846560846560847,0.8870967741935484,0.6551724137931034,0.77,0.4555555555555555,0.5562913907284768,0.6620370370370371,0.4553571428571428,0.4859908303616913,0.4961350691619202,0.6887254901960784,0.34,0.8144722524483133,0.4951491854292513,0.412540192926045,0.6823104693140795,0.5547594677584442,27.36460877621494,0.8577981651376146,0.4276595744680851,0.430844553243574,0.3011015911872705,0.4553219663121038,0.7411207576953434,0.6056338028169014
01-ai/yi-6b,0.418,0.408,0.4016666666666666,0.7790404040404041,0.0255987098151561,0.1017197986577181,0.1161616161616161,0.1111111111111111,0.0,0.2676767676767677,0.2979797979797979,0.0915750915750915,0.0805860805860805,0.0036630036630036,0.2014652014652014,0.3076923076923077,0.1138392857142857,0.0714285714285714,0.0066964285714285,0.2388392857142857,0.2834821428571428,0.3472327520849128,0.5539733120892253,0.6788278672617892,0.3256997455470738,0.3443886097152429,0.373015873015873,0.7515151515151515,0.7892156862745098,0.7721518987341772,0.7851239669421488,0.7592592592592593,0.7423312883435583,0.6907514450867052,0.2480446927374301,0.6945337620578779,0.6975308641975309,0.483702737940026,0.7660818713450293,0.67,0.6679245283018868,0.5953757225433526,0.41,0.695067264573991,0.7961165048543689,0.8717948717948718,0.72,0.8007662835249042,0.7156862745098039,0.4964539007092198,0.6691176470588235,0.4457831325301205,0.4473684210526316,0.7828282828282829,0.8497409326424871,0.6230769230769231,0.7058823529411765,0.8110091743119267,0.7175572519083969,0.6650326797385621,0.6454545454545455,0.710204081632653,0.8009950248756219,0.86,0.31,0.6074074074074074,0.6513157894736842,0.6736111111111112,0.44,0.52,0.41,0.2647058823529412,0.72,0.5574468085106383,0.6275862068965518,0.4179894179894179,0.7645161290322581,0.5024630541871922,0.64,0.3185185185185185,0.3642384105960264,0.4768518518518518,0.4107142857142857,0.524605196128375,0.5316314076484947,0.75,0.316,0.7769314472252449,0.542559033498078,0.3827108582735592,0.6823104693140795,0.4851586489252815,36.502989977259325,0.9288990825688074,0.5680851063829787,0.3439412484700122,0.2888616891064871,0.4194414745758591,0.7056037884767167,0.5633802816901409
microsoft/phi-2,0.42,0.385,0.3891666666666666,0.7996632996632996,0.1022001366948316,0.0006291946308724,0.0,0.0,0.0,0.3131313131313131,0.2424242424242424,0.0,0.0,0.0,0.2967032967032967,0.271062271062271,0.0,0.0,0.0,0.2633928571428571,0.2857142857142857,0.5678544351781653,0.5579565823541127,0.6274015136813507,0.2837150127226463,0.311892797319933,0.3412698412698413,0.6909090909090909,0.6813725490196079,0.7552742616033755,0.7603305785123967,0.7129629629629629,0.754601226993865,0.6560693641618497,0.2335195530726257,0.572347266881029,0.6049382716049383,0.4009126466753585,0.6842105263157895,0.58,0.6264150943396226,0.5260115606936416,0.37,0.6367713004484304,0.7475728155339806,0.7948717948717948,0.64,0.6883780332056194,0.6143790849673203,0.4326241134751773,0.4411764705882353,0.4819277108433735,0.2982456140350877,0.7171717171717171,0.7564766839378239,0.5769230769230769,0.5840336134453782,0.7669724770642202,0.648854961832061,0.5375816993464052,0.6454545454545455,0.6571428571428571,0.7810945273631841,0.72,0.31,0.4518518518518518,0.5592105263157895,0.625,0.36,0.46,0.43,0.3039215686274509,0.64,0.4723404255319149,0.5379310344827586,0.3835978835978836,0.6870967741935484,0.4778325123152709,0.71,0.2851851851851852,0.3973509933774834,0.4351851851851852,0.4910714285714285,0.5390728476821192,0.5529902359641985,0.678921568627451,0.404,0.7872687704026116,0.5205930807248764,0.621939154093495,0.6245487364620939,0.5562947799385876,10.149077739408742,0.875,0.4606382978723404,0.3806609547123623,0.3096695226438188,0.4449136740432595,0.755327545382794,0.4647887323943662
meta-llama/meta-llama-3-8b,0.339,0.361,0.3625,0.8009259259259259,-0.0361341827195449,0.0221266778523489,0.0,0.0,0.005050505050505,0.3131313131313131,0.2676767676767677,0.0036630036630036,0.0,0.0018315018315018,0.293040293040293,0.3095238095238095,0.015625,0.0,0.0,0.3147321428571428,0.3348214285714285,0.4988627748294162,0.6015733917546305,0.7554822433533864,0.3155216284987277,0.4060301507537688,0.4047619047619047,0.7454545454545455,0.8088235294117647,0.8270042194092827,0.7851239669421488,0.7314814814814815,0.7177914110429447,0.7052023121387283,0.2379888268156424,0.7106109324758842,0.7253086419753086,0.4595827900912647,0.8070175438596491,0.6,0.7396226415094339,0.6358381502890174,0.28,0.6681614349775785,0.8543689320388349,0.8675213675213675,0.84,0.8148148148148148,0.7352941176470589,0.4468085106382978,0.7058823529411765,0.5421686746987951,0.4035087719298245,0.7676767676767676,0.8497409326424871,0.6205128205128205,0.680672268907563,0.8165137614678899,0.7709923664122137,0.6977124183006536,0.7,0.7510204081632653,0.8407960199004975,0.87,0.32,0.6814814814814815,0.6907894736842105,0.7708333333333334,0.42,0.51,0.43,0.4019607843137255,0.8,0.5319148936170213,0.593103448275862,0.4179894179894179,0.7419354838709677,0.5369458128078818,0.65,0.3925925925925926,0.4172185430463576,0.5138888888888888,0.4285714285714285,0.4782475802343352,0.4906427990235964,0.6568627450980392,0.346,0.7927094668117519,0.4989932271645615,0.4685382141973782,0.6823104693140795,0.4713408393039918,26.017013391729133,0.680045871559633,0.4287234042553191,0.4357405140758874,0.2705018359853121,0.4392332158156227,0.7292817679558011,0.5633802816901409
qwen/qwen1.5-14b,0.515,0.479,0.4875,0.7432659932659933,0.4427161416806363,0.0038800335570469,0.0,0.0,0.0,0.2323232323232323,0.3131313131313131,0.0,0.0,0.0,0.2252747252747252,0.3296703296703296,0.0,0.0,0.0,0.25,0.3125,0.6853677028051555,0.6029675363473411,0.7189986415680186,0.4223918575063613,0.4160804020100502,0.5079365079365079,0.8181818181818182,0.8137254901960784,0.8396624472573839,0.8181818181818182,0.7222222222222222,0.7852760736196319,0.7572254335260116,0.3162011173184357,0.684887459807074,0.7129629629629629,0.4804432855280313,0.8187134502923976,0.73,0.7396226415094339,0.6878612716763006,0.47,0.7130044843049327,0.8155339805825242,0.9017094017094016,0.78,0.8365261813537676,0.7581699346405228,0.5070921985815603,0.7279411764705882,0.4698795180722891,0.5526315789473685,0.8333333333333334,0.8601036269430051,0.7076923076923077,0.7394957983193278,0.8385321100917431,0.7633587786259542,0.6764705882352942,0.6727272727272727,0.7673469387755102,0.8208955223880597,0.87,0.42,0.6222222222222222,0.7039473684210527,0.75,0.55,0.53,0.41,0.4901960784313725,0.82,0.6851063829787234,0.6689655172413793,0.6031746031746031,0.8225806451612904,0.6206896551724138,0.73,0.4444444444444444,0.4503311258278146,0.5648148148148148,0.4642857142857143,0.5987773815588385,0.5905207485760781,0.8088235294117647,0.328,0.79379760609358,0.6591616328024895,0.7763294583230275,0.7906137184115524,0.5332650972364381,25.713804430219827,0.9403669724770642,0.5712765957446808,0.1664626682986536,0.3586291309669522,0.5202579333939659,0.7056037884767167,0.704225352112676
eleutherai/pythia-410m,0.332,0.343,0.3408333333333333,0.5202020202020202,0.0176020154406796,0.0028313758389261,0.0353535353535353,0.0303030303030303,0.106060606060606,0.2727272727272727,0.2727272727272727,0.0329670329670329,0.0695970695970696,0.1135531135531135,0.2527472527472527,0.282051282051282,0.0401785714285714,0.0602678571428571,0.125,0.2165178571428571,0.25,0.0151630022744503,0.3374825731925911,0.5134872889578886,0.2220101781170483,0.2371859296482412,0.2777777777777778,0.2121212121212121,0.2696078431372549,0.2573839662447257,0.2479338842975206,0.2685185185185185,0.2024539877300613,0.2398843930635838,0.235754189944134,0.1864951768488746,0.2160493827160493,0.2490221642764015,0.3099415204678362,0.3,0.2188679245283019,0.1907514450867052,0.19,0.3139013452914798,0.2135922330097087,0.2863247863247863,0.3,0.2464878671775223,0.2222222222222222,0.2553191489361702,0.1838235294117647,0.2771084337349397,0.2456140350877192,0.1868686868686868,0.1968911917098445,0.2102564102564102,0.2142857142857142,0.1926605504587156,0.2442748091603053,0.2598039215686274,0.2,0.1877551020408163,0.2487562189054726,0.28,0.25,0.1851851851851851,0.1842105263157894,0.2638888888888889,0.27,0.22,0.25,0.2549019607843137,0.24,0.2595744680851063,0.2206896551724138,0.1904761904761904,0.1935483870967742,0.1576354679802955,0.21,0.2296296296296296,0.2251655629139073,0.1805555555555555,0.3303571428571428,0.3427407030056036,0.347640358014646,0.4558823529411764,0.182,0.6697497279651795,0.499725425590335,0.3935691318327974,0.5270758122743683,0.3884339815762538,1.5244672786995703,0.5321100917431193,0.4127659574468085,0.390452876376989,0.2350061199510404,0.4121353956307649,0.5414364640883977,0.4366197183098591
eleutherai/pythia-2.8b,0.328,0.334,0.3383333333333333,0.6430976430976431,0.0181483424209311,0.0012583892617449,0.0151515151515151,0.0,0.0101010101010101,0.2474747474747475,0.2373737373737373,0.0146520146520146,0.0054945054945054,0.0329670329670329,0.2326007326007326,0.2765567765567766,0.015625,0.0089285714285714,0.0245535714285714,0.234375,0.2388392857142857,0.0181956027293404,0.4529974108743278,0.6473898699786532,0.2290076335877862,0.2562814070351759,0.2777777777777778,0.2666666666666666,0.2450980392156862,0.2531645569620253,0.2066115702479339,0.2407407407407407,0.1963190184049079,0.2369942196531791,0.2424581005586592,0.2057877813504823,0.2592592592592592,0.2288135593220339,0.2514619883040935,0.22,0.2490566037735849,0.2658959537572254,0.3,0.2959641255605381,0.2912621359223301,0.282051282051282,0.26,0.2784163473818646,0.2222222222222222,0.2765957446808511,0.3970588235294117,0.3012048192771084,0.2017543859649122,0.202020202020202,0.238341968911917,0.2153846153846154,0.2352941176470588,0.2770642201834862,0.2061068702290076,0.25,0.3454545454545454,0.1877551020408163,0.2288557213930348,0.24,0.28,0.2592592592592592,0.2434210526315789,0.2986111111111111,0.2,0.29,0.25,0.3529411764705882,0.29,0.3106382978723404,0.2068965517241379,0.2592592592592592,0.2580645161290322,0.2512315270935961,0.23,0.2518518518518518,0.23841059602649,0.2222222222222222,0.2589285714285714,0.3590422822210902,0.354759967453214,0.6715686274509803,0.24,0.7399347116430903,0.5021050704740985,0.4164976502597081,0.4765342960288808,0.4109518935516888,6.12313652825739,0.6846330275229358,0.4180851063829787,0.2619339045287637,0.2166462668298653,0.3590390174093147,0.5966850828729282,0.3943661971830985
stabilityai/stablelm-base-alpha-7b,0.331,0.327,0.3316666666666666,0.5054713804713805,-0.020702674026557,0.0029362416107382,0.0101010101010101,0.0151515151515151,0.0,0.2525252525252525,0.2525252525252525,0.0,0.0073260073260073,0.0,0.2564102564102564,0.2692307692307692,0.0022321428571428,0.015625,0.0,0.2477678571428571,0.2366071428571428,0.0121304018195602,0.3467436765584545,0.5513293227246264,0.2226463104325699,0.2214405360134003,0.246031746031746,0.2,0.2696078431372549,0.2616033755274262,0.1983471074380165,0.2592592592592592,0.2085889570552147,0.2803468208092485,0.2402234636871508,0.1929260450160771,0.2314814814814814,0.241851368970013,0.2865497076023391,0.22,0.2,0.2543352601156069,0.3,0.2376681614349775,0.2815533980582524,0.2649572649572649,0.26,0.2681992337164751,0.2418300653594771,0.2659574468085106,0.1801470588235294,0.3012048192771084,0.1403508771929824,0.2474747474747475,0.3005181347150259,0.2153846153846154,0.2436974789915966,0.2385321100917431,0.2595419847328244,0.2745098039215686,0.1909090909090909,0.2448979591836734,0.2238805970149253,0.25,0.22,0.3407407407407407,0.2434210526315789,0.2152777777777778,0.23,0.39,0.29,0.2156862745098039,0.18,0.2212765957446808,0.2827586206896552,0.2645502645502645,0.2645161290322581,0.3004926108374384,0.23,0.2481481481481481,0.2450331125827814,0.2361111111111111,0.1517857142857142,0.3348955680081508,0.338079739625712,0.6838235294117647,0.214,0.6675734494015234,0.4896576972359509,0.3687360870640613,0.5342960288808665,0.4002047082906858,43.05567253432157,0.5298165137614679,0.526595744680851,0.3219094247246022,0.237454100367197,0.399589903235459,0.5011838989739542,0.4366197183098591
google/gemma-2b,0.335,0.362,0.355,0.7403198653198653,-0.0163344235180023,0.0098573825503355,0.0151515151515151,0.005050505050505,0.0,0.2272727272727272,0.2575757575757575,0.0054945054945054,0.0054945054945054,0.0018315018315018,0.2637362637362637,0.2545787545787545,0.0089285714285714,0.0044642857142857,0.0022321428571428,0.3035714285714285,0.2589285714285714,0.1781652767247915,0.5268870742879904,0.6332233650300796,0.2442748091603053,0.304857621440536,0.3333333333333333,0.3272727272727272,0.3039215686274509,0.3375527426160337,0.5206611570247934,0.3148148148148148,0.3680981595092024,0.3670520231213873,0.2636871508379888,0.3794212218649517,0.3981481481481481,0.3083441981747066,0.4736842105263157,0.38,0.3396226415094339,0.3410404624277456,0.24,0.273542600896861,0.3203883495145631,0.4786324786324786,0.27,0.3831417624521073,0.4248366013071895,0.3191489361702128,0.2095588235294117,0.3313253012048193,0.2280701754385964,0.3131313131313131,0.3264248704663212,0.2769230769230769,0.2563025210084033,0.381651376146789,0.3511450381679389,0.3120915032679738,0.3090909090909091,0.4285714285714285,0.4079601990049751,0.46,0.17,0.3555555555555555,0.3355263157894737,0.3541666666666667,0.33,0.31,0.32,0.3627450980392157,0.45,0.3319148936170212,0.4,0.2830687830687831,0.4,0.2955665024630542,0.25,0.2592592592592592,0.304635761589404,0.3287037037037037,0.3125,0.3984717269485481,0.3945280716029292,0.6838235294117647,0.302,0.7720348204570185,0.5138202452864726,0.3715063071976255,0.6462093862815884,0.4831115660184237,14.259243662090457,0.5538990825688074,0.4191489361702127,0.2643818849449204,0.2203182374541003,0.3309898431523116,0.654301499605367,0.4366197183098591
